"name","weight","rank"
"Fatih",6.56675824381759e-06,0
"Jude",6.51132857143033e-06,0
"Marcus",6.4736255115873e-06,229
"Aloyse",6.46609366155162e-06,0
"Numa",6.3909361298052e-06,0
"Kelian",6.38718594729492e-06,0
"Tahar",6.37094363794966e-06,0
"Kyle",6.36844604490452e-06,474
"Lenzo",6.36594877832078e-06,260
"Arda",6.33102134853057e-06,0
"Sidi",6.30113457527503e-06,0
"Ramzi",6.27626496592625e-06,0
"Arnold",6.23406194121033e-06,0
"Alec",6.21175761834771e-06,0
"Yanick",6.20804282266417e-06,0
"Hichem",6.19690288106966e-06,0
"Marley",6.18206000386445e-06,209
"Iyed",6.15981794644625e-06,297
"Irène",6.15240986763239e-06,0
"Amadou",6.12650500528588e-06,0
"Mahdi",6.12280728579971e-06,0
"Anass",6.1178781508726e-06,487
"Julio",6.10309868812577e-06,0
"Marwane",6.09620568439449e-06,0
"Jeannot",6.07259225079226e-06,0
"Brieuc",6.07111742572018e-06,0
"Matthéo",6.06964272006234e-06,0
"Filipe",6.06006004467546e-06,0
"Toussaint",6.02167479899429e-06,0
"Frederick",5.99857778815478e-06,0
"Carlo",5.95107734943742e-06,0
"Thiago",5.94985657388858e-06,127
"Marcelin",5.9413134829777e-06,0
"Nuno",5.93155496218879e-06,0
"Sauveur",5.92862844879581e-06,0
"Hasan",5.91205396934786e-06,0
"Donatien",5.8706855030559e-06,0
"Idir",5.8512515195423e-06,0
"Jolan",5.83426441317686e-06,0
"Natan",5.81487074639466e-06,0
"Jibril",5.78944924594981e-06,438
"Sven",5.75681906139605e-06,0
"Loucas",5.70979523753613e-06,353
"Salem",5.70859118976068e-06,0
"Mikail",5.7061833481539e-06,0
"Franco",5.7025722206933e-06,0
"Narcisse",5.67731567579407e-06,0
"Jayson",5.67371064950356e-06,0
"Mayron",5.66290015151375e-06,222
"Randy",5.62691483358681e-06,0
"Alexi",5.61254213082359e-06,0
"Camil",5.59339759721681e-06,376
"Badr",5.56949761348564e-06,0
"Even",5.56949761348564e-06,0
"Jordane",5.54372397630524e-06,0
"Nizar",5.54086269944951e-06,0
"Taha",5.51941882516506e-06,0
"Soufiane",5.50275942935223e-06,0
"Lény",5.44102884965022e-06,399
"Kilyan",5.43747455760309e-06,0
"Ylann",5.43628996563933e-06,0
"Smail",5.42208157470064e-06,0
"Can",5.39842848416444e-06,0
"Nestor",5.39488349453347e-06,0
"Alvin",5.37009031314528e-06,0
"Matthis",5.36442864731855e-06,0
"Cherif",5.34886933496399e-06,0
"Raynald",5.33897580096773e-06,0
"Renald",5.33120659430267e-06,0
"Van",5.32767638362877e-06,0
"Kaan",5.29946277666604e-06,0
"Francisque",5.29065627010439e-06,0
"Nail",5.27833536589106e-06,0
"Mederic",5.26567242956693e-06,0
"Andreas",5.2516143962226e-06,0
"Fortune",5.24880429313159e-06,0
"Kays",5.22914761574374e-06,0
"Anael",5.22914761574373e-06,0
"Keny",5.18710903856087e-06,0
"Rami",5.1801136122608e-06,0
"Leni",5.15914622432444e-06,0
"Badis",5.15914622432444e-06,0
"Akram",5.14518372236901e-06,0
"Samba",5.12194093280238e-06,0
"Sylvestre",5.10734914386278e-06,0
"Tomas",5.10337197397277e-06,0
"Lotfi",5.08946001518364e-06,0
"Nour",5.04086796830784e-06,0
"Anicet",5.04086796830784e-06,0
"Bachir",5.03393894077924e-06,0
"Ralph",5.02470518078673e-06,0
"Xan",5.00625462250602e-06,0
"Saïd",5.00625462250602e-06,0
"Andrea",4.9889777841623e-06,184
"Dave",4.98552480619011e-06,0
"Mattis",4.98552480619011e-06,0
"Yani",4.95103889156696e-06,0
"Terence",4.94828346693814e-06,0
"Ramon",4.94185613156261e-06,0
"Naïl",4.92350766755863e-06,281
"Ary",4.92350766755863e-06,0
"Yvann",4.91892410746251e-06,0
"Geraud",4.90976125744725e-06,0
"Zyad",4.88230690070832e-06,0
"Kader",4.87316685807281e-06,0
"Franc",4.86859897806055e-06,0
"Hermann",4.86038039323133e-06,0
"Stanley",4.85216643815665e-06,0
"Mao",4.84122170441093e-06,0
"Kenji",4.84122170441093e-06,0
"Aksel",4.83666383071975e-06,404
"Lionnel",4.83301856225839e-06,0
"Zayd",4.81389594028919e-06,353
"Glenn",4.78662178297533e-06,0
"Slimane",4.77028210053025e-06,0
"Tyler",4.74580752393211e-06,281
"Oussama",4.73222868066274e-06,0
"Jerry",4.72770528240205e-06,0
"Ariel",4.71414374254251e-06,0
"Jessim",4.70510993301142e-06,274
"Mary",4.69157005351059e-06,0
"Jérome",4.68480499280177e-06,0
"Lin",4.66452934563059e-06,0
"Ted",4.65102854234859e-06,0
"Mateo",4.65102854234859e-06,359
"Jacquy",4.64765538018562e-06,0
"Salvatore",4.64331965624309e-06,0
"Yasser",4.61733365802106e-06,367
"Eloan",4.61509023736794e-06,440
"Aymane",4.61396866333301e-06,0
"Nathanaël",4.59523581278033e-06,148
"Tilio",4.58819755581996e-06,347
"Najib",4.51674038834409e-06,0
"Jeffrey",4.51139618787622e-06,0
"Virgil",4.50338384258635e-06,0
"Mikaël",4.5000467668338e-06,0
"Wyatt",4.49448680664031e-06,376
"Zack",4.49004048848411e-06,433
"Osman",4.49004048848411e-06,0
"Rafik",4.49004048848411e-06,0
"Adame",4.4855956375176e-06,0
"Seraphin",4.47448993223666e-06,0
"Youness",4.47404589493028e-06,0
"Haroun",4.47337986651341e-06,199
"Elies",4.46339340750334e-06,0
"Garry",4.45452280281866e-06,0
"Aloïs",4.43237204354137e-06,280
"Matisse",4.42352205107952e-06,0
"Toufik",4.40031889273502e-06,0
"Luciano",4.39171094217282e-06,0
"Mayeul",4.36724216505955e-06,0
"Ziyad",4.36614104084586e-06,404
"Aylan",4.35733537990235e-06,166
"Majid",4.34853564670209e-06,0
"Denys",4.34413800425405e-06,0
"Vivian",4.31120300501051e-06,0
"Wissem",4.30133880833317e-06,0
"Gurvan",4.29148214637187e-06,0
"Ilann",4.28710382778034e-06,0
"Yaël",4.28491522719698e-06,449
"Waël",4.27835166105752e-06,418
"Hyacinthe",4.27835166105752e-06,0
"Ousmane",4.27310322348304e-06,399
"Anes",4.27179144966728e-06,0
"Larbi",4.26086522367824e-06,0
"Tyron",4.26086522367824e-06,480
"Saint",4.25213096116933e-06,0
"Yaniss",4.23577032999883e-06,0
"Calixte",4.22857831527229e-06,0
"Sevan",4.19985103061494e-06,0
"Slim",4.18681476836656e-06,0
"Ewenn",4.17813143494018e-06,440
"Marian",4.14129438196341e-06,0
"Merlin",4.14129438196341e-06,0
"Sid",4.13480502091225e-06,0
"Hakan",4.12615781802035e-06,0
"Marcellin",4.12554039160734e-06,0
"Arsène",4.12507734200981e-06,212
"César",4.12183647997701e-06,292
"Hayden",4.11859646711547e-06,165
"Janick",4.10240914817444e-06,0
"Bertin",4.09917423502157e-06,0
"Severin",4.07009832654163e-06,0
"Kurt",4.06364638806978e-06,0
"Enrique",4.06235640985621e-06,0
"Scott",4.05290074222364e-06,0
"Hassen",4.03143792422077e-06,0
"Yahya",4.018578479174e-06,407
"Philibert",4.00940154949177e-06,0
"Sylvio",4.00894288661388e-06,0
"Miloud",3.99610742989777e-06,0
"Adan",3.99290071010851e-06,0
"Lewis",3.99290071010851e-06,394
"Sammy",3.99290071010851e-06,0
"Jordi",3.97154452144163e-06,0
"Elijah",3.96088075201335e-06,289
"Halim",3.95448707925497e-06,0
"Matias",3.95129153423706e-06,0
"Hafid",3.94596753980378e-06,0
"Tymeo",3.93745412731504e-06,0
"Williams",3.9289468462014e-06,0
"Ozan",3.91619743053545e-06,0
"Audric",3.91619743053545e-06,0
"Bastian",3.90346183538104e-06,0
"Briac",3.90346183538104e-06,0
"Achraf",3.89074007575236e-06,0
"France",3.89074007575236e-06,0
"Curtis",3.87803216671258e-06,0
"Oualid",3.87803216671258e-06,0
"Ari",3.86533812337422e-06,0
"Wail",3.8463230897375e-06,0
"Nacim",3.83577269635329e-06,0
"Sekou",3.82733933943794e-06,0
"Marouane",3.82312498180408e-06,0
"Otto",3.82101838344168e-06,0
"Ibrahima",3.82101838344167e-06,0
"Faustin",3.80460020580651e-06,0
"Pierrot",3.80460020580651e-06,0
"Timothy",3.80460020580651e-06,0
"Meddy",3.80207642462689e-06,0
"Pacome",3.78946589565501e-06,0
"Amede",3.789465895655e-06,0
"Adriano",3.7391636641196e-06,0
"Vito",3.72662315529784e-06,0
"Aidan",3.72662315529784e-06,0
